unit_number,time_cycles,sensor,sensor_label,value,value_smoothed,fleet_median
86,71,phi,phi — fuel flow ratio (falls with wear),521.92,521.794,521.88
86,72,phi,phi — fuel flow ratio (falls with wear),521.21,521.744,521.878
86,73,phi,phi — fuel flow ratio (falls with wear),522.16,521.794,521.864
86,74,phi,phi — fuel flow ratio (falls with wear),522.13,521.833,521.871
86,75,phi,phi — fuel flow ratio (falls with wear),521.67,521.867,521.869
86,76,phi,phi — fuel flow ratio (falls with wear),521.24,521.802,521.884
86,77,phi,phi — fuel flow ratio (falls with wear),522.11,521.818,521.867
86,78,phi,phi — fuel flow ratio (falls with wear),521.43,521.727,521.866
86,79,phi,phi — fuel flow ratio (falls with wear),522.19,521.774,521.878
86,80,phi,phi — fuel flow ratio (falls with wear),521.84,521.79,521.848
86,81,phi,phi — fuel flow ratio (falls with wear),521.62,521.76,521.831
86,82,phi,phi — fuel flow ratio (falls with wear),521.94,521.833,521.833
86,83,phi,phi — fuel flow ratio (falls with wear),522.03,521.82,521.832
86,84,phi,phi — fuel flow ratio (falls with wear),521.83,521.79,521.844
86,85,phi,phi — fuel flow ratio (falls with wear),521.41,521.764,521.85
86,86,phi,phi — fuel flow ratio (falls with wear),520.85,521.725,521.845
86,87,phi,phi — fuel flow ratio (falls with wear),521.77,521.691,521.837
86,88,phi,phi — fuel flow ratio (falls with wear),521.59,521.707,521.805
86,89,phi,phi — fuel flow ratio (falls with wear),521.12,521.6,521.794
86,90,phi,phi — fuel flow ratio (falls with wear),521.46,521.562,521.794
86,91,phi,phi — fuel flow ratio (falls with wear),521.68,521.568,521.781
86,92,phi,phi — fuel flow ratio (falls with wear),521.19,521.493,521.77
86,93,phi,phi — fuel flow ratio (falls with wear),521.81,521.471,521.772
86,94,phi,phi — fuel flow ratio (falls with wear),521.68,521.456,521.764
86,95,phi,phi — fuel flow ratio (falls with wear),521.51,521.466,521.745
86,96,phi,phi — fuel flow ratio (falls with wear),521.37,521.518,521.731
86,97,phi,phi — fuel flow ratio (falls with wear),521.51,521.492,521.703
86,98,phi,phi — fuel flow ratio (falls with wear),522.57,521.59,521.668
86,99,phi,phi — fuel flow ratio (falls with wear),521.81,521.659,521.718
86,100,phi,phi — fuel flow ratio (falls with wear),521.76,521.689,521.701
86,101,phi,phi — fuel flow ratio (falls with wear),521.91,521.712,521.71
86,102,phi,phi — fuel flow ratio (falls with wear),521.37,521.73,521.708
86,103,phi,phi — fuel flow ratio (falls with wear),521.2,521.669,521.702
86,104,phi,phi — fuel flow ratio (falls with wear),521.32,521.633,521.702
86,105,phi,phi — fuel flow ratio (falls with wear),521.58,521.64,521.672
86,106,phi,phi — fuel flow ratio (falls with wear),521.64,521.667,521.676
86,107,phi,phi — fuel flow ratio (falls with wear),521.54,521.67,521.67
86,108,phi,phi — fuel flow ratio (falls with wear),521.23,521.536,521.696
86,109,phi,phi — fuel flow ratio (falls with wear),521.8,521.535,521.683
86,110,phi,phi — fuel flow ratio (falls with wear),521.52,521.511,521.668
87,30,BPR,BPR — bypass ratio (rises with wear),8.385,8.403,8.415
87,31,BPR,BPR — bypass ratio (rises with wear),8.394,8.404,8.416
87,32,BPR,BPR — bypass ratio (rises with wear),8.422,8.404,8.415
87,33,BPR,BPR — bypass ratio (rises with wear),8.422,8.404,8.416
87,34,BPR,BPR — bypass ratio (rises with wear),8.408,8.407,8.415
87,35,BPR,BPR — bypass ratio (rises with wear),8.408,8.407,8.417
87,36,BPR,BPR — bypass ratio (rises with wear),8.366,8.403,8.416
87,37,BPR,BPR — bypass ratio (rises with wear),8.392,8.403,8.418
87,38,BPR,BPR — bypass ratio (rises with wear),8.389,8.398,8.418
87,39,BPR,BPR — bypass ratio (rises with wear),8.403,8.399,8.418
87,40,BPR,BPR — bypass ratio (rises with wear),8.413,8.402,8.417
87,41,BPR,BPR — bypass ratio (rises with wear),8.426,8.405,8.418
87,42,BPR,BPR — bypass ratio (rises with wear),8.419,8.405,8.419
87,43,BPR,BPR — bypass ratio (rises with wear),8.426,8.405,8.417
87,44,BPR,BPR — bypass ratio (rises with wear),8.422,8.406,8.418
87,45,BPR,BPR — bypass ratio (rises with wear),8.411,8.407,8.419
87,46,BPR,BPR — bypass ratio (rises with wear),8.408,8.411,8.418
87,47,BPR,BPR — bypass ratio (rises with wear),8.39,8.411,8.418
87,48,BPR,BPR — bypass ratio (rises with wear),8.408,8.413,8.419
87,49,BPR,BPR — bypass ratio (rises with wear),8.401,8.412,8.416
87,50,BPR,BPR — bypass ratio (rises with wear),8.406,8.412,8.418
87,51,BPR,BPR — bypass ratio (rises with wear),8.428,8.412,8.419
87,52,BPR,BPR — bypass ratio (rises with wear),8.383,8.408,8.418
87,53,BPR,BPR — bypass ratio (rises with wear),8.398,8.406,8.419
87,54,BPR,BPR — bypass ratio (rises with wear),8.461,8.409,8.42
87,55,BPR,BPR — bypass ratio (rises with wear),8.417,8.41,8.418
87,56,BPR,BPR — bypass ratio (rises with wear),8.431,8.412,8.418
87,30,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.18,47.195,47.316
87,31,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.233,47.314
87,32,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.31,47.253,47.332
87,33,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.29,47.257,47.326
87,34,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.31,47.27,47.336
87,35,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.21,47.276,47.333
87,36,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.16,47.283,47.341
87,37,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.38,47.279,47.331
87,38,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.32,47.275,47.335
87,39,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.15,47.276,47.33
87,40,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.21,47.279,47.338
87,41,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.13,47.247,47.329
87,42,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.261,47.334
87,43,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.34,47.266,47.334
87,44,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.25,47.26,47.339
87,45,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.08,47.247,47.342
87,46,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.08,47.239,47.348
87,47,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.243,47.344
87,48,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.24,47.235,47.35
87,49,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.35,47.255,47.36
87,50,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.277,47.365
87,51,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.19,47.283,47.358
87,52,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.31,47.269,47.358
87,53,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.36,47.271,47.358
87,54,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.18,47.264,47.352
87,55,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.24,47.28,47.348
87,56,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.4,47.312,47.344
87,30,T50,T50 — LPT outlet temperature (rises with wear),1396.21,1400.295,1401.506
87,31,T50,T50 — LPT outlet temperature (rises with wear),1405.22,1400.769,1401.376
87,32,T50,T50 — LPT outlet temperature (rises with wear),1395.75,1400.41,1401.951
87,33,T50,T50 — LPT outlet temperature (rises with wear),1397.64,1400.461,1401.817
87,34,T50,T50 — LPT outlet temperature (rises with wear),1400.5,1400.2,1401.957
87,35,T50,T50 — LPT outlet temperature (rises with wear),1393.17,1399.68,1401.718
87,36,T50,T50 — LPT outlet temperature (rises with wear),1402.7,1399.881,1401.57
87,37,T50,T50 — LPT outlet temperature (rises with wear),1397.56,1399.041,1402.174
87,38,T50,T50 — LPT outlet temperature (rises with wear),1396.63,1398.252,1402.152
87,39,T50,T50 — LPT outlet temperature (rises with wear),1394.21,1397.959,1402.566
87,40,T50,T50 — LPT outlet temperature (rises with wear),1402.26,1398.564,1402.138
87,41,T50,T50 — LPT outlet temperature (rises with wear),1400.11,1398.053,1402.188
87,42,T50,T50 — LPT outlet temperature (rises with wear),1389.17,1397.395,1402.011
87,43,T50,T50 — LPT outlet temperature (rises with wear),1405.45,1398.176,1401.995
87,44,T50,T50 — LPT outlet temperature (rises with wear),1396.13,1397.739,1402.36
87,45,T50,T50 — LPT outlet temperature (rises with wear),1398.87,1398.309,1402.528
87,46,T50,T50 — LPT outlet temperature (rises with wear),1400.68,1398.107,1402.58
87,47,T50,T50 — LPT outlet temperature (rises with wear),1400.89,1398.44,1402.292
87,48,T50,T50 — LPT outlet temperature (rises with wear),1398.34,1398.611,1402.136
87,49,T50,T50 — LPT outlet temperature (rises with wear),1397.89,1398.979,1402.224
87,50,T50,T50 — LPT outlet temperature (rises with wear),1393.73,1398.126,1401.999
87,51,T50,T50 — LPT outlet temperature (rises with wear),1402.35,1398.35,1401.854
87,52,T50,T50 — LPT outlet temperature (rises with wear),1396.13,1399.046,1401.852
87,53,T50,T50 — LPT outlet temperature (rises with wear),1399.06,1398.407,1402.148
87,54,T50,T50 — LPT outlet temperature (rises with wear),1401.03,1398.897,1401.964
87,55,T50,T50 — LPT outlet temperature (rises with wear),1398.43,1398.853,1401.503
87,56,T50,T50 — LPT outlet temperature (rises with wear),1391.48,1397.933,1401.864
87,30,phi,phi — fuel flow ratio (falls with wear),522.01,522.293,521.958
87,31,phi,phi — fuel flow ratio (falls with wear),522.23,522.296,521.951
87,32,phi,phi — fuel flow ratio (falls with wear),522.4,522.319,521.982
87,33,phi,phi — fuel flow ratio (falls with wear),521.53,522.191,521.977
87,34,phi,phi — fuel flow ratio (falls with wear),522.41,522.222,521.983
87,35,phi,phi — fuel flow ratio (falls with wear),521.98,522.107,521.994
87,36,phi,phi — fuel flow ratio (falls with wear),521.83,522.102,522.002
87,37,phi,phi — fuel flow ratio (falls with wear),522.35,522.152,521.97
87,38,phi,phi — fuel flow ratio (falls with wear),522.1,522.139,521.977
87,39,phi,phi — fuel flow ratio (falls with wear),521.85,522.069,521.949
87,40,phi,phi — fuel flow ratio (falls with wear),522.4,522.108,521.979
87,41,phi,phi — fuel flow ratio (falls with wear),522.17,522.102,521.973
87,42,phi,phi — fuel flow ratio (falls with wear),522.56,522.118,522.006
87,43,phi,phi — fuel flow ratio (falls with wear),522.2,522.185,521.98
87,44,phi,phi — fuel flow ratio (falls with wear),521.7,522.114,521.989
87,45,phi,phi — fuel flow ratio (falls with wear),522.15,522.131,521.972
87,46,phi,phi — fuel flow ratio (falls with wear),522.1,522.158,521.978
87,47,phi,phi — fuel flow ratio (falls with wear),522.1,522.133,521.971
87,48,phi,phi — fuel flow ratio (falls with wear),522.07,522.13,521.943
87,49,phi,phi — fuel flow ratio (falls with wear),521.7,522.115,521.956
87,50,phi,phi — fuel flow ratio (falls with wear),522.35,522.11,521.972
87,51,phi,phi — fuel flow ratio (falls with wear),521.42,522.035,521.939
87,52,phi,phi — fuel flow ratio (falls with wear),522.25,522.004,521.928
87,53,phi,phi — fuel flow ratio (falls with wear),521.86,521.97,521.931
87,54,phi,phi — fuel flow ratio (falls with wear),521.83,521.983,521.912
87,55,phi,phi — fuel flow ratio (falls with wear),522.64,522.032,521.942
87,56,phi,phi — fuel flow ratio (falls with wear),522.15,522.037,521.934
88,30,BPR,BPR — bypass ratio (rises with wear),8.43,8.436,8.415
88,31,BPR,BPR — bypass ratio (rises with wear),8.455,8.435,8.416
88,32,BPR,BPR — bypass ratio (rises with wear),8.45,8.439,8.415
88,33,BPR,BPR — bypass ratio (rises with wear),8.478,8.443,8.416
88,34,BPR,BPR — bypass ratio (rises with wear),8.446,8.443,8.415
88,35,BPR,BPR — bypass ratio (rises with wear),8.401,8.439,8.417
88,36,BPR,BPR — bypass ratio (rises with wear),8.438,8.439,8.416
88,37,BPR,BPR — bypass ratio (rises with wear),8.449,8.44,8.418
88,38,BPR,BPR — bypass ratio (rises with wear),8.422,8.437,8.418
88,39,BPR,BPR — bypass ratio (rises with wear),8.467,8.444,8.418
88,40,BPR,BPR — bypass ratio (rises with wear),8.45,8.446,8.417
88,41,BPR,BPR — bypass ratio (rises with wear),8.501,8.45,8.418
88,42,BPR,BPR — bypass ratio (rises with wear),8.437,8.449,8.419
88,43,BPR,BPR — bypass ratio (rises with wear),8.499,8.451,8.417
88,44,BPR,BPR — bypass ratio (rises with wear),8.431,8.45,8.418
88,45,BPR,BPR — bypass ratio (rises with wear),8.44,8.453,8.419
88,46,BPR,BPR — bypass ratio (rises with wear),8.461,8.456,8.418
88,47,BPR,BPR — bypass ratio (rises with wear),8.462,8.457,8.418
88,48,BPR,BPR — bypass ratio (rises with wear),8.446,8.459,8.419
88,49,BPR,BPR — bypass ratio (rises with wear),8.446,8.457,8.416
88,50,BPR,BPR — bypass ratio (rises with wear),8.446,8.457,8.418
88,51,BPR,BPR — bypass ratio (rises with wear),8.419,8.449,8.419
88,52,BPR,BPR — bypass ratio (rises with wear),8.441,8.449,8.418
88,53,BPR,BPR — bypass ratio (rises with wear),8.458,8.445,8.419
88,54,BPR,BPR — bypass ratio (rises with wear),8.457,8.448,8.42
88,55,BPR,BPR — bypass ratio (rises with wear),8.434,8.447,8.418
88,56,BPR,BPR — bypass ratio (rises with wear),8.429,8.444,8.418
88,57,BPR,BPR — bypass ratio (rises with wear),8.447,8.442,8.418
88,58,BPR,BPR — bypass ratio (rises with wear),8.447,8.442,8.416
88,59,BPR,BPR — bypass ratio (rises with wear),8.447,8.443,8.416
88,60,BPR,BPR — bypass ratio (rises with wear),8.449,8.443,8.416
88,61,BPR,BPR — bypass ratio (rises with wear),8.47,8.448,8.419
88,62,BPR,BPR — bypass ratio (rises with wear),8.438,8.448,8.419
88,63,BPR,BPR — bypass ratio (rises with wear),8.434,8.445,8.42
88,64,BPR,BPR — bypass ratio (rises with wear),8.468,8.446,8.419
88,65,BPR,BPR — bypass ratio (rises with wear),8.452,8.448,8.418
88,66,BPR,BPR — bypass ratio (rises with wear),8.449,8.45,8.419
88,67,BPR,BPR — bypass ratio (rises with wear),8.465,8.452,8.419
88,68,BPR,BPR — bypass ratio (rises with wear),8.41,8.448,8.42
88,30,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.559,47.316
88,31,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.28,47.531,47.314
88,32,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.48,47.511,47.332
88,33,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.57,47.533,47.326
88,34,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.494,47.336
88,35,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.53,47.475,47.333
88,36,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.6,47.478,47.341
88,37,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.61,47.504,47.331
88,38,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.514,47.335
88,39,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.64,47.52,47.33
88,40,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.57,47.528,47.338
88,41,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.48,47.548,47.329
88,42,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.549,47.334
88,43,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.548,47.334
88,44,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.66,47.57,47.339
88,45,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.55,47.572,47.342
88,46,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.568,47.348
88,47,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.563,47.344
88,48,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.54,47.561,47.35
88,49,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.546,47.36
88,50,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.8,47.569,47.365
88,51,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.568,47.358
88,52,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.565,47.358
88,53,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.559,47.358
88,54,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.549,47.352
88,55,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.62,47.556,47.348
88,56,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.67,47.567,47.344
88,57,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.57,47.568,47.352
88,58,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.72,47.586,47.35
88,59,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.63,47.6,47.348
88,60,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.52,47.572,47.351
88,61,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.572,47.342
88,62,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.59,47.585,47.34
88,63,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.53,47.588,47.344
88,64,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.66,47.598,47.348
88,65,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.58,47.594,47.348
88,66,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.57,47.584,47.36
88,67,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.76,47.603,47.35
88,68,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.39,47.57,47.35
88,30,T50,T50 — LPT outlet temperature (rises with wear),1407.33,1407.053,1401.506
88,31,T50,T50 — LPT outlet temperature (rises with wear),1406.36,1406.688,1401.376
88,32,T50,T50 — LPT outlet temperature (rises with wear),1407.04,1407.174,1401.951
88,33,T50,T50 — LPT outlet temperature (rises with wear),1408.02,1407.705,1401.817
88,34,T50,T50 — LPT outlet temperature (rises with wear),1402.78,1407.225,1401.957
88,35,T50,T50 — LPT outlet temperature (rises with wear),1403.59,1407.499,1401.718
88,36,T50,T50 — LPT outlet temperature (rises with wear),1418.9,1408.517,1401.57
88,37,T50,T50 — LPT outlet temperature (rises with wear),1408.46,1407.863,1402.174
88,38,T50,T50 — LPT outlet temperature (rises with wear),1413.07,1408.269,1402.152
88,39,T50,T50 — LPT outlet temperature (rises with wear),1411.1,1408.665,1402.566
88,40,T50,T50 — LPT outlet temperature (rises with wear),1411.97,1409.129,1402.138
88,41,T50,T50 — LPT outlet temperature (rises with wear),1410.35,1409.528,1402.188
88,42,T50,T50 — LPT outlet temperature (rises with wear),1403.75,1409.199,1402.011
88,43,T50,T50 — LPT outlet temperature (rises with wear),1402.66,1408.663,1401.995
88,44,T50,T50 — LPT outlet temperature (rises with wear),1406.4,1409.025,1402.36
88,45,T50,T50 — LPT outlet temperature (rises with wear),1410.25,1409.691,1402.528
88,46,T50,T50 — LPT outlet temperature (rises with wear),1409.18,1408.719,1402.58
88,47,T50,T50 — LPT outlet temperature (rises with wear),1412.45,1409.118,1402.292
